,Year,Stars,Position,Name,Class,Previous School,New School,RK,TEAM,CONF,G,W,ADJOE,ADJDE,BARTHAG,EFG_O,EFG_D,TOR,TORD,ORB,DRB,FTR,FTRD,2P_O,2P_D,3P_O,3P_D,ADJ_T,WAB
1046,2019,2,PG,Jaevin Cumberland,RS N/A,Oakland,Cincinnati,229,Oakland,Horz,32,14,99.1,104.7,0.3485,48.1,49.3,19.9,17.7,28.5,30.3,37.4,26.2,50.6,49.5,29.4,32.8,66,-13
1047,2019,2,SG,"Desmond Cambridge, Jr.",RS JR,Brown,Nevada,209,Brown,Ivy,26,15,96.5,99.9,0.4024,44.9,49.7,21.2,19.7,32.8,26.4,32.4,29.3,44.5,49.4,30.4,33.5,69.3,-6.5
1048,2018,2,SF,Kyle Haber,RS N/A,Brown,Upper Iowa,209,Brown,Ivy,26,15,96.5,99.9,0.4024,44.9,49.7,21.2,19.7,32.8,26.4,32.4,29.3,44.5,49.4,30.4,33.5,69.3,-6.5
1049,2018,2,SG,Jason Massey,RS N/A,Brown,Mercyhurst,209,Brown,Ivy,26,15,96.5,99.9,0.4024,44.9,49.7,21.2,19.7,32.8,26.4,32.4,29.3,44.5,49.4,30.4,33.5,69.3,-6.5
1050,2018,2,SG,Gerad Davis,RS N/A,Northern Colorado,New Mexico Highlands,92,Northern Colorado,BSky,29,22,109.3,101.1,0.7089,54.7,48.5,15.4,16.8,25,24,25.3,24.9,53.6,50.2,37.4,28.5,65,-3.7
1051,2018,2,PF,Roberto Vercellino,RS SR,Northern Colorado,Regis,92,Northern Colorado,BSky,29,22,109.3,101.1,0.7089,54.7,48.5,15.4,16.8,25,24,25.3,24.9,53.6,50.2,37.4,28.5,65,-3.7
1052,2018,2,C,Ibrahim Sylla,RS N/A,Northern Colorado,North Carolina A&T,92,Northern Colorado,BSky,29,22,109.3,101.1,0.7089,54.7,48.5,15.4,16.8,25,24,25.3,24.9,53.6,50.2,37.4,28.5,65,-3.7
1053,2019,2,PG,Johnatan Reyes-Valdez,SR,Northern Colorado,Oklahoma Christian,92,Northern Colorado,BSky,29,22,109.3,101.1,0.7089,54.7,48.5,15.4,16.8,25,24,25.3,24.9,53.6,50.2,37.4,28.5,65,-3.7
1054,2019,2,C,Matej Drgon,RS JR,Northern Colorado,Lincoln Memorial,92,Northern Colorado,BSky,29,22,109.3,101.1,0.7089,54.7,48.5,15.4,16.8,25,24,25.3,24.9,53.6,50.2,37.4,28.5,65,-3.7
1055,2018,2,SG,Chaz Glotta,RS N/A,Northern Colorado,Maryville,92,Northern Colorado,BSky,29,22,109.3,101.1,0.7089,54.7,48.5,15.4,16.8,25,24,25.3,24.9,53.6,50.2,37.4,28.5,65,-3.7
1056,2019,2,SG,Jalen Sanders,SR,Northern Colorado,Concordia Irvine,92,Northern Colorado,BSky,29,22,109.3,101.1,0.7089,54.7,48.5,15.4,16.8,25,24,25.3,24.9,53.6,50.2,37.4,28.5,65,-3.7
1057,2019,2,SG,David Hall,,New Hampshire,New Mexico Highlands,263,New Hampshire,AE,28,15,94.3,102.1,0.2844,46.8,47.2,18.4,16.3,28.2,21.4,25.8,39.1,44.8,47,33,31.6,68.6,-10.8
1058,2018,2,PG,"Darryl Stewart, Jr.",RS N/A,New Hampshire,Post,263,New Hampshire,AE,28,15,94.3,102.1,0.2844,46.8,47.2,18.4,16.3,28.2,21.4,25.8,39.1,44.8,47,33,31.6,68.6,-10.8
1059,2019,2,SG,John Ogwuche,RS SR,New Hampshire,Kennesaw State,263,New Hampshire,AE,28,15,94.3,102.1,0.2844,46.8,47.2,18.4,16.3,28.2,21.4,25.8,39.1,44.8,47,33,31.6,68.6,-10.8
1060,2018,2,SG,Mike Adewunmi,SR,Houston,McLennan Community College,12,Houston,Amer,31,23,112.1,92.2,0.9041,48,43.9,17.8,18.2,38.7,25.3,32.9,41.6,46.6,44.5,33.7,28.6,65.7,2.7
1061,2018,2,C,Valentine Sangoyomi,RS N/A,Houston,Angelo State,12,Houston,Amer,31,23,112.1,92.2,0.9041,48,43.9,17.8,18.2,38.7,25.3,32.9,41.6,46.6,44.5,33.7,28.6,65.7,2.7
1062,2018,2,SF,Gabe Grant,RS N/A,Houston,Buffalo,12,Houston,Amer,31,23,112.1,92.2,0.9041,48,43.9,17.8,18.2,38.7,25.3,32.9,41.6,46.6,44.5,33.7,28.6,65.7,2.7
1063,2018,2,SF,"Tawayne Anderson, Jr.",RS N/A,Merrimack,Mercy,222,Merrimack,NEC,30,20,93.3,97.9,0.3651,48.5,48,18.6,25.9,23,34.2,25.9,37.8,47.4,48.9,33.3,30.6,63.4,-6.6
1064,2019,2,PG,Travis Stoll,RS SO,Merrimack,York College of Pennsylvania,222,Merrimack,NEC,30,20,93.3,97.9,0.3651,48.5,48,18.6,25.9,23,34.2,25.9,37.8,47.4,48.9,33.3,30.6,63.4,-6.6
1065,2019,2,PF,David Giulani,RS JR,Merrimack,York College of Pennsylvania,222,Merrimack,NEC,30,20,93.3,97.9,0.3651,48.5,48,18.6,25.9,23,34.2,25.9,37.8,47.4,48.9,33.3,30.6,63.4,-6.6
1066,2019,2,SG,Devon Moore,RS SR,Merrimack,Holy Family,222,Merrimack,NEC,30,20,93.3,97.9,0.3651,48.5,48,18.6,25.9,23,34.2,25.9,37.8,47.4,48.9,33.3,30.6,63.4,-6.6
1067,2018,2,SG,Sukhjot Bains,,Green Bay,University of the Fraser Valley,221,Green Bay,Horz,31,17,105.1,110,0.3723,50.8,51.4,16.2,18.2,25.8,31.6,31.6,33,48.8,50.8,36.6,34.9,73.8,-9.9
1068,2019,2,PG,Bansi King,RS SO,Green Bay,Lincoln (MO),221,Green Bay,Horz,31,17,105.1,110,0.3723,50.8,51.4,16.2,18.2,25.8,31.6,31.6,33,48.8,50.8,36.6,34.9,73.8,-9.9
1069,2019,2,SF,Jevon Smith,RS N/A,Green Bay,Jackson State,221,Green Bay,Horz,31,17,105.1,110,0.3723,50.8,51.4,16.2,18.2,25.8,31.6,31.6,33,48.8,50.8,36.6,34.9,73.8,-9.9
1070,2019,2,SF,"T.J. Parham, Jr.",RS N/A,Green Bay,Alabama A&M,221,Green Bay,Horz,31,17,105.1,110,0.3723,50.8,51.4,16.2,18.2,25.8,31.6,31.6,33,48.8,50.8,36.6,34.9,73.8,-9.9
1071,2018,2,SG,Patrick Strzala,SR,Manhattan,Mineral Area College,298,Manhattan,MAAC,31,13,92.1,102.8,0.219,45.7,47.5,20.9,22.3,30.1,30.1,34.1,46,45.3,45.4,30.9,34.5,65.6,-14
1072,2018,2,PG,Stephaun Adams,RS N/A,Tennessee Tech,University of the Virgin Islands,332,Tennessee Tech,OVC,29,9,92.9,108.8,0.1411,47.6,53.9,21.6,19.5,28,28.5,21.9,28.5,46.8,53.6,32.4,36.3,67,-17.4
1073,2019,2,C,Micaiah Henry,RS N/A,Tennessee Tech,South Carolina,332,Tennessee Tech,OVC,29,9,92.9,108.8,0.1411,47.6,53.9,21.6,19.5,28,28.5,21.9,28.5,46.8,53.6,32.4,36.3,67,-17.4
1074,2018,2,PF,Ricky Dunnaway,RS N/A,Tennessee Tech,West Alabama,332,Tennessee Tech,OVC,29,9,92.9,108.8,0.1411,47.6,53.9,21.6,19.5,28,28.5,21.9,28.5,46.8,53.6,32.4,36.3,67,-17.4
1075,2018,2,C,Domen Omladič,SR,Tennessee Tech,Richard Bland College,332,Tennessee Tech,OVC,29,9,92.9,108.8,0.1411,47.6,53.9,21.6,19.5,28,28.5,21.9,28.5,46.8,53.6,32.4,36.3,67,-17.4
1076,2019,2,PG,Chris McNeal,RS N/A,Tennessee Tech,Cincinnati,332,Tennessee Tech,OVC,29,9,92.9,108.8,0.1411,47.6,53.9,21.6,19.5,28,28.5,21.9,28.5,46.8,53.6,32.4,36.3,67,-17.4
1077,2019,2,PG,Corey Tillery,RS N/A,Tennessee Tech,Alcorn State,332,Tennessee Tech,OVC,29,9,92.9,108.8,0.1411,47.6,53.9,21.6,19.5,28,28.5,21.9,28.5,46.8,53.6,32.4,36.3,67,-17.4
1078,2018,2,SF,Joan Duran,,Tennessee Tech,Campbellsville University,332,Tennessee Tech,OVC,29,9,92.9,108.8,0.1411,47.6,53.9,21.6,19.5,28,28.5,21.9,28.5,46.8,53.6,32.4,36.3,67,-17.4
1079,2019,2,PG,Jack Stensgard,RS SR,South Dakota,University of Wisconsin–River Falls,180,South Dakota,Sum,29,20,107.6,108.5,0.4753,54.6,52.2,15.1,14.9,19.3,22.1,40.8,32.2,52.9,50.7,38.8,36.6,69.8,-7.1
1080,2018,2,PG,Josh Williams,SR,South Dakota,Panola College,180,South Dakota,Sum,29,20,107.6,108.5,0.4753,54.6,52.2,15.1,14.9,19.3,22.1,40.8,32.2,52.9,50.7,38.8,36.6,69.8,-7.1
1081,2019,2,SG,Nathan Robinson,JR,South Dakota,City College of San Francisco,180,South Dakota,Sum,29,20,107.6,108.5,0.4753,54.6,52.2,15.1,14.9,19.3,22.1,40.8,32.2,52.9,50.7,38.8,36.6,69.8,-7.1
1082,2018,2,SG,Brady Delimont,RS SR,South Dakota,Chadron State,180,South Dakota,Sum,29,20,107.6,108.5,0.4753,54.6,52.2,15.1,14.9,19.3,22.1,40.8,32.2,52.9,50.7,38.8,36.6,69.8,-7.1
1083,2018,2,PF,Walter Prevost,RS JR,South Dakota,Angelina College,180,South Dakota,Sum,29,20,107.6,108.5,0.4753,54.6,52.2,15.1,14.9,19.3,22.1,40.8,32.2,52.9,50.7,38.8,36.6,69.8,-7.1
1084,2018,2,SG,Matt Mooney,RS N/A,South Dakota,Texas Tech,180,South Dakota,Sum,29,20,107.6,108.5,0.4753,54.6,52.2,15.1,14.9,19.3,22.1,40.8,32.2,52.9,50.7,38.8,36.6,69.8,-7.1
1085,2019,2,SG,Colen Gaynor,RS SR,Maryland Eastern Shore,University of Science and Arts of Oklahoma,350,Maryland Eastern Shore,MEAC,31,5,82.1,108,0.0411,40.5,51,21.1,20.4,26.2,31,25.7,36.6,42.5,51.3,25,33.7,67.7,-20.8
1086,2019,2,SG,Dontae Caldwell,RS N/A,Maryland Eastern Shore,Winston-Salem State,350,Maryland Eastern Shore,MEAC,31,5,82.1,108,0.0411,40.5,51,21.1,20.4,26.2,31,25.7,36.6,42.5,51.3,25,33.7,67.7,-20.8
1087,2018,2,PF,"Kevin Holmes, Jr.",RS N/A,Maryland Eastern Shore,Virginia State,350,Maryland Eastern Shore,MEAC,31,5,82.1,108,0.0411,40.5,51,21.1,20.4,26.2,31,25.7,36.6,42.5,51.3,25,33.7,67.7,-20.8
1088,2018,2,PG,Cam Bacote,RS JR,Maryland Eastern Shore,Indiana State,350,Maryland Eastern Shore,MEAC,31,5,82.1,108,0.0411,40.5,51,21.1,20.4,26.2,31,25.7,36.6,42.5,51.3,25,33.7,67.7,-20.8
1089,2019,2,PG,Montraz Oliver,RS SR,Maryland Eastern Shore,,350,Maryland Eastern Shore,MEAC,31,5,82.1,108,0.0411,40.5,51,21.1,20.4,26.2,31,25.7,36.6,42.5,51.3,25,33.7,67.7,-20.8
1090,2019,2,PF,LeAndre Thomas,RS JR,Maryland Eastern Shore,,350,Maryland Eastern Shore,MEAC,31,5,82.1,108,0.0411,40.5,51,21.1,20.4,26.2,31,25.7,36.6,42.5,51.3,25,33.7,67.7,-20.8
1091,2018,2,SF,Miryne Thomas,RS JR,Maryland Eastern Shore,Ball State,350,Maryland Eastern Shore,MEAC,31,5,82.1,108,0.0411,40.5,51,21.1,20.4,26.2,31,25.7,36.6,42.5,51.3,25,33.7,67.7,-20.8
1092,2019,2,PF,Danny Ogele,RS JR,Navy,Mercyhurst,265,Navy,Pat,29,14,98.1,106.4,0.2818,46.1,50.7,18.8,18.1,33.8,25.9,32,30.1,47.5,50.4,29.3,34,62.2,-11.7
1093,2019,2,PG,"Anthony Mathis, Jr.",RS JR,Navy,Wake Forest,265,Navy,Pat,29,14,98.1,106.4,0.2818,46.1,50.7,18.8,18.1,33.8,25.9,32,30.1,47.5,50.4,29.3,34,62.2,-11.7
1094,2019,2,PG,Kyle Marion,RS SO,Navy,Rollins,265,Navy,Pat,29,14,98.1,106.4,0.2818,46.1,50.7,18.8,18.1,33.8,25.9,32,30.1,47.5,50.4,29.3,34,62.2,-11.7
1095,2019,2,SG,Jaylon Terrell,JR,Navy,Andrew College,265,Navy,Pat,29,14,98.1,106.4,0.2818,46.1,50.7,18.8,18.1,33.8,25.9,32,30.1,47.5,50.4,29.3,34,62.2,-11.7
1096,2019,2,SG,Josiah Strong,JR,Navy,Iowa Western Community College,265,Navy,Pat,29,14,98.1,106.4,0.2818,46.1,50.7,18.8,18.1,33.8,25.9,32,30.1,47.5,50.4,29.3,34,62.2,-11.7
1097,2019,2,SG,Isaiah Burnett,RS SO,Navy,Stonehill,265,Navy,Pat,29,14,98.1,106.4,0.2818,46.1,50.7,18.8,18.1,33.8,25.9,32,30.1,47.5,50.4,29.3,34,62.2,-11.7
1098,2018,2,PF,Tyler Riemersma,SR,Navy,Augustana,265,Navy,Pat,29,14,98.1,106.4,0.2818,46.1,50.7,18.8,18.1,33.8,25.9,32,30.1,47.5,50.4,29.3,34,62.2,-11.7
1099,2018,2,PG,Devonte Fuller,RS N/A,Western Carolina,Miles,171,Western Carolina,SC,29,19,106.7,106.5,0.505,54.6,50.5,19.8,16.5,28.4,25.6,38.4,31.2,54,53,36.8,31.3,71.4,-5.3
1100,2019,2,PF,Yalim Olcay,,Western Carolina,Minnesota–Duluth,171,Western Carolina,SC,29,19,106.7,106.5,0.505,54.6,50.5,19.8,16.5,28.4,25.6,38.4,31.2,54,53,36.8,31.3,71.4,-5.3
1101,2019,2,SF,Maurice Smith,RS SR,Western Carolina,Southeastern University,171,Western Carolina,SC,29,19,106.7,106.5,0.505,54.6,50.5,19.8,16.5,28.4,25.6,38.4,31.2,54,53,36.8,31.3,71.4,-5.3
1102,2019,2,SG,Josh Cottrell,JR,Western Carolina,North Georgia,171,Western Carolina,SC,29,19,106.7,106.5,0.505,54.6,50.5,19.8,16.5,28.4,25.6,38.4,31.2,54,53,36.8,31.3,71.4,-5.3
1103,2018,2,PG,Desmond Johnson,SR,Western Carolina,Odessa College,171,Western Carolina,SC,29,19,106.7,106.5,0.505,54.6,50.5,19.8,16.5,28.4,25.6,38.4,31.2,54,53,36.8,31.3,71.4,-5.3
1104,2018,2,PF,Prince Oduro,RS JR,Siena,Mississippi State,144,Siena,MAAC,30,20,107.1,104.7,0.5636,51.8,48.4,19.2,17.2,31.9,26,36.3,26.9,51,48.7,35.5,31.8,66.8,-5.8
1105,2019,2,PG,Khalil Richard,RS SR,Siena,Southern Connecticut State,144,Siena,MAAC,30,20,107.1,104.7,0.5636,51.8,48.4,19.2,17.2,31.9,26,36.3,26.9,51,48.7,35.5,31.8,66.8,-5.8
1106,2019,2,SG,Ahsante Shivers,RS SR,Siena,Southern,144,Siena,MAAC,30,20,107.1,104.7,0.5636,51.8,48.4,19.2,17.2,31.9,26,36.3,26.9,51,48.7,35.5,31.8,66.8,-5.8
1107,2018,2,PG,Jordan Horn,RS JR,Siena,North Dakota State,144,Siena,MAAC,30,20,107.1,104.7,0.5636,51.8,48.4,19.2,17.2,31.9,26,36.3,26.9,51,48.7,35.5,31.8,66.8,-5.8
1108,2018,2,SG,Nico Clareth,RS N/A,Siena,Nicholls State,144,Siena,MAAC,30,20,107.1,104.7,0.5636,51.8,48.4,19.2,17.2,31.9,26,36.3,26.9,51,48.7,35.5,31.8,66.8,-5.8
1109,2019,2,PF,Sloan Seymour,RS SO,Siena,George Washington,144,Siena,MAAC,30,20,107.1,104.7,0.5636,51.8,48.4,19.2,17.2,31.9,26,36.3,26.9,51,48.7,35.5,31.8,66.8,-5.8
1110,2018,2,PG,Christian Bentley,SR,Siena,Iowa Western Community College,144,Siena,MAAC,30,20,107.1,104.7,0.5636,51.8,48.4,19.2,17.2,31.9,26,36.3,26.9,51,48.7,35.5,31.8,66.8,-5.8
1111,2019,2,PF,"Thomas Huerter, Jr.",,Siena,The Catholic University of America,144,Siena,MAAC,30,20,107.1,104.7,0.5636,51.8,48.4,19.2,17.2,31.9,26,36.3,26.9,51,48.7,35.5,31.8,66.8,-5.8
1112,2018,2,PG,Roman Penn,RS JR,Siena,Drake,144,Siena,MAAC,30,20,107.1,104.7,0.5636,51.8,48.4,19.2,17.2,31.9,26,36.3,26.9,51,48.7,35.5,31.8,66.8,-5.8
1113,2018,2,PF,Callum Barker,RS N/A,Bradley,Missouri Baptist University,108,Bradley,MVC,33,23,106.6,100.5,0.6631,49.5,46.4,17.2,17.9,31.5,25.9,32.3,31.2,46.6,45.6,37.1,31.7,66.9,-4.1
1114,2019,2,PF,Chudier Bile,RS SR,Bradley,Northwestern State,108,Bradley,MVC,33,23,106.6,100.5,0.6631,49.5,46.4,17.2,17.9,31.5,25.9,32.3,31.2,46.6,45.6,37.1,31.7,66.9,-4.1
1115,2019,2,SG,Antoine Pittman,RS N/A,Bradley,Maryville,108,Bradley,MVC,33,23,106.6,100.5,0.6631,49.5,46.4,17.2,17.9,31.5,25.9,32.3,31.2,46.6,45.6,37.1,31.7,66.9,-4.1
1116,2019,2,PG,Jayden Hodgson,,Bradley,Grand Valley State,108,Bradley,MVC,33,23,106.6,100.5,0.6631,49.5,46.4,17.2,17.9,31.5,25.9,32.3,31.2,46.6,45.6,37.1,31.7,66.9,-4.1
1117,2019,2,SG,Armon Brummett,JR,Bradley,Danville Area Community College,108,Bradley,MVC,33,23,106.6,100.5,0.6631,49.5,46.4,17.2,17.9,31.5,25.9,32.3,31.2,46.6,45.6,37.1,31.7,66.9,-4.1
1118,2019,2,C,Kelby Kramer,RS JR,Montana,Minnesota State,141,Montana,BSky,29,18,102.5,100,0.5709,52.3,48.7,16.9,20.5,20.1,25.4,26.1,46.3,51.4,48,36.4,33.6,68.2,-6.8
1119,2019,2,SF,Tony Miller,RS SR,Montana,Washington State,141,Montana,BSky,29,18,102.5,100,0.5709,52.3,48.7,16.9,20.5,20.1,25.4,26.1,46.3,51.4,48,36.4,33.6,68.2,-6.8
1120,2018,2,SG,Niko Bevens,,Montana,Alaska Anchorage,141,Montana,BSky,29,18,102.5,100,0.5709,52.3,48.7,16.9,20.5,20.1,25.4,26.1,46.3,51.4,48,36.4,33.6,68.2,-6.8
1121,2018,2,PF,Joirdon Karl Nicholas,RS JR,Montana,Stephen F. Austin,141,Montana,BSky,29,18,102.5,100,0.5709,52.3,48.7,16.9,20.5,20.1,25.4,26.1,46.3,51.4,48,36.4,33.6,68.2,-6.8
1122,2018,2,C,Admir Bešović,SR,Montana,Santa Fe College,141,Montana,BSky,29,18,102.5,100,0.5709,52.3,48.7,16.9,20.5,20.1,25.4,26.1,46.3,51.4,48,36.4,33.6,68.2,-6.8
1123,2019,2,C,Ben Carter,JR,Montana,Cal State Monterey Bay,141,Montana,BSky,29,18,102.5,100,0.5709,52.3,48.7,16.9,20.5,20.1,25.4,26.1,46.3,51.4,48,36.4,33.6,68.2,-6.8
1124,2018,2,PG,Lars Espe,RS JR,Montana,Barry,141,Montana,BSky,29,18,102.5,100,0.5709,52.3,48.7,16.9,20.5,20.1,25.4,26.1,46.3,51.4,48,36.4,33.6,68.2,-6.8
1125,2018,2,PF,Ross Young,SR,Mount St. Mary's,West Virginia Wesleyan,293,Mount St. Mary's,NEC,31,11,96.9,107.5,0.232,46.2,50,17.9,17.3,29.3,27.9,32.6,30.1,45.8,48.1,31.3,35.5,63.2,-16.3
1126,2018,2,SG,Jonah Antonio,RS SR,Mount St. Mary's,South Plains College,293,Mount St. Mary's,NEC,31,11,96.9,107.5,0.232,46.2,50,17.9,17.3,29.3,27.9,32.6,30.1,45.8,48.1,31.3,35.5,63.2,-16.3
1127,2018,2,PG,Donald Carey,RS JR,Mount St. Mary's,Siena,293,Mount St. Mary's,NEC,31,11,96.9,107.5,0.232,46.2,50,17.9,17.3,29.3,27.9,32.6,30.1,45.8,48.1,31.3,35.5,63.2,-16.3
1128,2019,2,C,Ace Stallings,SR,Mount St. Mary's,George Washington,293,Mount St. Mary's,NEC,31,11,96.9,107.5,0.232,46.2,50,17.9,17.3,29.3,27.9,32.6,30.1,45.8,48.1,31.3,35.5,63.2,-16.3
1129,2018,2,C,Ryan Gomes,RS SR,Mount St. Mary's,Houston Baptist,293,Mount St. Mary's,NEC,31,11,96.9,107.5,0.232,46.2,50,17.9,17.3,29.3,27.9,32.6,30.1,45.8,48.1,31.3,35.5,63.2,-16.3
1130,2018,2,SF,Bobby Planutis,RS JR,Mount St. Mary's,St. Bonaventure,293,Mount St. Mary's,NEC,31,11,96.9,107.5,0.232,46.2,50,17.9,17.3,29.3,27.9,32.6,30.1,45.8,48.1,31.3,35.5,63.2,-16.3
1131,2019,2,PF,Sam Iorio,RS JR,American,South Alabama,196,American,Pat,30,16,100.7,103.1,0.4345,51.6,49.7,17.9,19.9,26.7,29.3,28.6,36.7,51.9,50.5,34,31.9,68.6,-10.1
1132,2018,2,PF,Drew LaMont,RS JR,American,Indian River State College,196,American,Pat,30,16,100.7,103.1,0.4345,51.6,49.7,17.9,19.9,26.7,29.3,28.6,36.7,51.9,50.5,34,31.9,68.6,-10.1
1133,2019,2,PF,Greg Jones,RS SR,James Madison,Southern Connecticut State,278,James Madison,CAA,29,9,100.3,110,0.2572,48.2,52.7,17.2,15.9,25.8,26,37.2,29.3,48.1,51.8,32.3,35.9,72.5,-15.8
1134,2019,2,SG,Jonathan Hicklin,JR,James Madison,Winston-Salem State,278,James Madison,CAA,29,9,100.3,110,0.2572,48.2,52.7,17.2,15.9,25.8,26,37.2,29.3,48.1,51.8,32.3,35.9,72.5,-15.8
1135,2019,2,C,Mike Fowler,SO,James Madison,Queens (NC),278,James Madison,CAA,29,9,100.3,110,0.2572,48.2,52.7,17.2,15.9,25.8,26,37.2,29.3,48.1,51.8,32.3,35.9,72.5,-15.8
1136,2018,2,SF,Gerron Scissum,RS N/A,James Madison,Alabama A&M,278,James Madison,CAA,29,9,100.3,110,0.2572,48.2,52.7,17.2,15.9,25.8,26,37.2,29.3,48.1,51.8,32.3,35.9,72.5,-15.8
1137,2019,2,SG,Matthew Urbach,JR,James Madison,Christopher Newport University,278,James Madison,CAA,29,9,100.3,110,0.2572,48.2,52.7,17.2,15.9,25.8,26,37.2,29.3,48.1,51.8,32.3,35.9,72.5,-15.8
1138,2019,2,C,Alex Schulz,RS SR,James Madison,,278,James Madison,CAA,29,9,100.3,110,0.2572,48.2,52.7,17.2,15.9,25.8,26,37.2,29.3,48.1,51.8,32.3,35.9,72.5,-15.8
1139,2019,2,PG,Dainan Swoope,RS N/A,Elon,Sam Houston State,248,Elon,CAA,31,12,101.8,108.9,0.3148,49.6,52.6,17.3,17.4,22.9,25.9,27.9,42.1,46.4,50.6,35.2,36.9,66,-14.5
1140,2018,2,PF,Lasse Gummerus,SR,Marist,Sheridan College,320,Marist,MAAC,30,7,90.3,103.4,0.1724,45.9,49.3,20.9,20.6,25.9,25.2,29.7,39.1,42.4,47.7,34.1,34.2,64.9,-20
1141,2019,2,PF,Aleksandar Dožić,RS N/A,Marist,Wright State,320,Marist,MAAC,30,7,90.3,103.4,0.1724,45.9,49.3,20.9,20.6,25.9,25.2,29.7,39.1,42.4,47.7,34.1,34.2,64.9,-20
1142,2018,2,PF,Obi Momah,RS N/A,Marist,Norfolk State,320,Marist,MAAC,30,7,90.3,103.4,0.1724,45.9,49.3,20.9,20.6,25.9,25.2,29.7,39.1,42.4,47.7,34.1,34.2,64.9,-20
1143,2019,2,PF,Luke Nedrow,JR,Marist,Shippensburg,320,Marist,MAAC,30,7,90.3,103.4,0.1724,45.9,49.3,20.9,20.6,25.9,25.2,29.7,39.1,42.4,47.7,34.1,34.2,64.9,-20
1144,2018,2,SG,Andrea Bernardi,RS JR,Marist,,320,Marist,MAAC,30,7,90.3,103.4,0.1724,45.9,49.3,20.9,20.6,25.9,25.2,29.7,39.1,42.4,47.7,34.1,34.2,64.9,-20
1145,2019,2,SG,Austin Williams,RS JR,Marist,Hartford,320,Marist,MAAC,30,7,90.3,103.4,0.1724,45.9,49.3,20.9,20.6,25.9,25.2,29.7,39.1,42.4,47.7,34.1,34.2,64.9,-20
1146,2018,2,PG,Richie Mitchell,RS N/A,Marist,Tarleton State,320,Marist,MAAC,30,7,90.3,103.4,0.1724,45.9,49.3,20.9,20.6,25.9,25.2,29.7,39.1,42.4,47.7,34.1,34.2,64.9,-20
1147,2018,2,PG,Elijah Blake,SR,Denver,Sheridan College,307,Denver,Sum,30,7,94.9,106.9,0.2011,49.1,52,19.3,17.5,20.8,25.3,36.3,38.1,49.5,54.5,32.1,32.4,70.9,-18.1
1148,2019,2,PG,"Elvin Rodriguez, Jr.",SR,Denver,Texas–Permian Basin,307,Denver,Sum,30,7,94.9,106.9,0.2011,49.1,52,19.3,17.5,20.8,25.3,36.3,38.1,49.5,54.5,32.1,32.4,70.9,-18.1
1149,2019,2,PF,Jake Krafka,RS SR,Denver,St. Edward's,307,Denver,Sum,30,7,94.9,106.9,0.2011,49.1,52,19.3,17.5,20.8,25.3,36.3,38.1,49.5,54.5,32.1,32.4,70.9,-18.1
1150,2019,2,PF,Donoven Carlisle,RS SR,Denver,Texas–Permian Basin,307,Denver,Sum,30,7,94.9,106.9,0.2011,49.1,52,19.3,17.5,20.8,25.3,36.3,38.1,49.5,54.5,32.1,32.4,70.9,-18.1
1151,2019,2,PG,Corry Long,SR,Stony Brook,Southern New Hampshire,214,Stony Brook,AE,32,20,95.6,99.5,0.3881,47.7,46.3,20.7,18.4,28.4,27.3,33.3,27.4,45.9,43.3,33.5,33.6,69.7,-7.2
1152,2019,2,SF,Akwasi Yeboah,RS N/A,Stony Brook,Rutgers,214,Stony Brook,AE,32,20,95.6,99.5,0.3881,47.7,46.3,20.7,18.4,28.4,27.3,33.3,27.4,45.9,43.3,33.5,33.6,69.7,-7.2
1153,2018,2,PG,Michael Almonacy,RS SR,Stony Brook,LIU Post,214,Stony Brook,AE,32,20,95.6,99.5,0.3881,47.7,46.3,20.7,18.4,28.4,27.3,33.3,27.4,45.9,43.3,33.5,33.6,69.7,-7.2
1154,2019,2,SG,Jules Moor,RS SO,Stony Brook,Texas State,214,Stony Brook,AE,32,20,95.6,99.5,0.3881,47.7,46.3,20.7,18.4,28.4,27.3,33.3,27.4,45.9,43.3,33.5,33.6,69.7,-7.2
1155,2018,2,SF,James Jones,RS SR,Buffalo,Williston State College,145,Buffalo,MAC,31,20,104.1,101.8,0.5635,48.8,48.9,18.4,19,34.7,28.8,27.4,30.4,49.8,49.8,31.5,31.3,73.9,-5.7
1156,2018,2,C,Ikenna Smart,RS N/A,Buffalo,Wake Forest,145,Buffalo,MAC,31,20,104.1,101.8,0.5635,48.8,48.9,18.4,19,34.7,28.8,27.4,30.4,49.8,49.8,31.5,31.3,73.9,-5.7
1157,2018,2,PG,Javion Hamlet,RS SR,Buffalo,Northwest Florida State College,145,Buffalo,MAC,31,20,104.1,101.8,0.5635,48.8,48.9,18.4,19,34.7,28.8,27.4,30.4,49.8,49.8,31.5,31.3,73.9,-5.7
1158,2018,2,SG,James Reese V,SR,Buffalo,Odessa College,145,Buffalo,MAC,31,20,104.1,101.8,0.5635,48.8,48.9,18.4,19,34.7,28.8,27.4,30.4,49.8,49.8,31.5,31.3,73.9,-5.7
1159,2019,2,SG,Colby Moultrie,SR,Buffalo,State University of New York at Oswego,145,Buffalo,MAC,31,20,104.1,101.8,0.5635,48.8,48.9,18.4,19,34.7,28.8,27.4,30.4,49.8,49.8,31.5,31.3,73.9,-5.7
